MERY.PA_prix;LI.PA_prix;COV.PA_prix;NK.PA_prix;BNP.PA_prix;ACA.PA_prix;CS.PA_prix;EN.PA_prix;DG.PA_prix;AI.PA_prix;SAN.PA_prix;ORA.PA_prix;ITP.PA_prix;RCO.PA_prix;ERA.PA_prix;BN.PA_prix;TTE.PA_prix;RUI.PA_prix;ABCA.PA_prix;ALTA.PA_prix;VCT.PA_prix;ICAD.PA_prix
17.125;34.064999;72.620766;58.75;47.48;9.961847;18.23;28.665001;43.134998;72.469299;74.099998;13.52;9.308942;55.330002;76.300003;52.889999;41.845001;22.310772;4.63;130.37027;58;63.099998
17.43;35.110001;74.183029;60.029999;49.240002;10.207402;19.235001;29.73;45.724998;74.276817;76.169998;14.045;9.478581;56.23;76.730003;54.02;42.830002;23.13846;4.69;129.780365;58.130001;64.260002
17.540001;35.139999;75.096809;60.369999;48.445;10.202588;19.305;29.855;45.41;74.057281;75.379997;14.245;9.588847;55.41;74.769997;54.119999;42.860001;23.008289;4.66;130.271957;57.950001;65.300003
17.76;35.650002;75.607735;60.650002;48.705002;10.269995;19.375;29.775;45.465;74.789078;75.220001;14.34;9.605811;55.709999;75.339996;54.369999;42.84;23.212141;4.66;129.829529;59.57;66.120003
17.950001;35.990002;76.521515;61.009998;49.599998;10.457773;19.584999;30.370001;46.389999;75.813583;75.639999;14.565;9.584606;55.939999;75.32;54.52;43.744999;23.339855;4.64;129.977005;59.790001;67.139999
18.18;35.919998;76.069534;61.049999;49.584999;10.414439;19.530001;30.309999;45.985001;75.191559;74.989998;14.495;9.499786;55.59;76;54.32;43.615002;23.34968;4.66;130.271957;59.970001;68
18.055;35.700001;75.990929;61.84;50.099998;10.399995;19.389999;30.174999;46.165001;75.63063;75.900002;14.435;9.444653;56.009998;75.580002;54.869999;43.744999;23.34968;4.68;129.878677;59.529999;66.650002
17.91;35.52;75.607735;61.099998;48.830002;10.342217;19.125;29.959999;45.259998;74.642715;75;14.13;9.448894;54.470001;75.400002;54;42.535;23.153196;4.67;129.977005;59.380001;66.629997
18.434999;35.73;75.46035;61.009998;49.259998;10.361476;19.205;29.98;45.509998;75.26474;75.660004;14.15;9.520991;55.360001;76.5;54.450001;42.52;23.221966;4.68;129.387085;59.599998;66.400002
18.025;35.599998;75.65686;60.869999;49.43;10.496291;19.1;30.025;45.424999;74.203644;75.440002;14.06;9.669425;54.240002;78.720001;53.860001;42.525002;23.111443;4.75;128.895493;58.450001;66.290001
18.25;35.290001;75.204887;60.200001;47.029999;10.01481;18.389999;28.915001;43.880001;71.905815;73.269997;13.52;9.677907;53.25;76.739998;52.48;39.98;22.927238;4.75;131.255142;57.490002;65.870003
18.120001;36.52;74.821693;58.68;45.799999;9.822217;18.190001;28.695;43.400002;71.305748;73.510002;13.37;10.097764;53.110001;74.400002;52.32;39.919998;22.558832;4.78;131.746735;57.799999;65.150002
18.120001;37.424999;76.295525;57.990002;45.035;9.682588;18.385;29.030001;45;71.627739;74.290001;13.59;9.987498;53.43;73.860001;52.93;40.825001;22.83391;4.76;133.713104;57.880001;67.129997
18.32;37.185001;76.885056;58.990002;46.494999;9.918514;19.145;29.9;46.575001;74.642715;77.419998;14.205;10.072318;55.91;75.669998;54.459999;42.400002;23.295647;4.76;135.581161;59.490002;67.449997
18.65;37.990002;76.216919;59.220001;44.935001;9.692217;18.715;29.605;46.564999;72.966911;74.879997;13.97;10.008703;55.34;75.82;53.220001;41.064999;23.089338;4.76;135.384521;58.639999;68.709999
18.924999;38.400002;77.739883;58.889999;45.294998;9.62481;18.74;30.58;47.634998;74.240234;75.93;14.39;10.034149;56.459999;75.160004;54.209999;41.279999;24.135616;4.73;134.696289;58.34;69
18.995001;38.5;78.358894;59.540001;46.345001;9.976291;19.165001;30.799999;48.27;74.972023;76.830002;14.63;10.530343;57.060001;74.389999;54.470001;41.700001;24.364031;4.72;134.597977;58.560001;69.099998
18.745001;38.855;78.014999;59.360001;44.935001;9.923328;18.799999;30.225;47.465;73.9841;75.730003;14.395;10.530343;56.919998;70.160004;53.610001;40.814999;24.361572;4.69;133.713104;57.709999;69.779999
19.139999;38.994999;78.162384;59.740002;46.084999;10.13518;19.49;30.860001;48.200001;75.594048;77.839996;14.595;10.636368;59.610001;69.949997;54.75;41.950001;24.543322;4.68;133.713104;58;71.040001
19.674999;39.665001;78.457153;59.529999;45.990002;10.332588;19.905001;30.805;47.794998;76.216064;79.93;14.71;10.496416;60.970001;71.07;55.619999;43.299999;24.540865;4.71;134.696289;57.990002;72.690002
19.9;39.16;78.692963;59.650002;46.615002;10.322958;20.035;30.855;48.470001;76.764908;79.720001;14.69;10.56003;61.610001;71.010002;55.720001;43.055;24.747173;4.72;134.696289;57.830002;71.449997
20.25;39.349998;78.860001;60.23;47.740002;10.477032;20.16;30.799999;48.18;77.569885;80.370003;14.905;10.661814;61.919998;71.260002;56.380001;43.57;24.850328;4.73;134.696289;57.990002;73.18
20.5;39.599998;82.485634;60.110001;48.27;10.640736;20.25;30.9;48.825001;77.752831;80.610001;14.92;10.51762;61.900002;72.230003;56.84;44.450001;24.943659;4.71;135.679474;58.09;73.790001
20.785;40.060001;82.279297;60.75;49.400002;11.006661;20.639999;31.870001;48.73;79.106644;81.169998;15.28;10.530343;62.57;72;57.720001;45.064999;25.100845;4.69;134.745453;60.25;74.459999
21.290001;41.294998;87.644058;61.669998;49;10.833328;20.695;32.345001;49.290001;80.387276;83.580002;15.565;11.026538;63.91;71.599998;60;45.945;24.889626;4.7;139.612213;61.790001;77.449997
21.145;41.685001;88.40062;63.299999;49.330002;10.737032;20.76;33.014999;49.525002;81.850861;82.949997;15.83;11.280996;64.849998;73.410004;60.16;46.685001;24.99769;4.74;139.612213;62.889999;77.209999
20.889999;41.264999;87.44754;62.049999;48.845001;10.578143;20.85;32.365002;47.775002;81.228836;81.879997;15.83;11.077429;63.849998;71.400002;60.07;46.389999;25.371012;4.72;139.563049;61.540001;76.309998
21.25;41.669998;87.9683;63.619999;47.5;10.38555;20.93;32.07;46.990002;80.899529;81.989998;15.84;11.365816;65.57;71.260002;59.880001;45.564999;25.248207;4.78;142.414291;61.82;76.279999
21.549999;41.945;89.638641;65.239998;47.650002;10.361476;21.155001;31.955;47.345001;82.143578;82.260002;16.094999;11.289478;65.589996;71.370003;60.16;44.91;25.469254;4.78;144.921402;61.73;77.190002
21.424999;41.810001;89.402832;64.099998;46.775002;10.173699;20.855;31.655001;46.84;81.960632;82;15.62;11.111357;65.589996;71.330002;59.57;45.5;25.243296;4.76;147.969284;62.32;77.360001
21.745001;42.044998;90.22818;64.629997;47.195;10.25555;20.815001;32.025002;47.305;82.765602;82.07;15.6;11.153767;65.68;72.620003;59.34;47;25.15979;4.8;152.393616;61;78.239998
22.165001;42.610001;91.200912;65.489998;48.404999;10.587773;21.094999;32.689999;48.200001;82.765602;81.510002;15.965;11.302201;66.889999;75.440002;59.32;48.279999;25.592054;4.79;153.180161;61.139999;78.779999
22.125;43.18;91.928001;65.349998;48.805;10.428884;21.01;32.645;48.325001;83.351036;81.589996;16.030001;11.637238;67.330002;75.849998;59;47.75;25.346451;4.79;156.326355;62.490002;80.379997
22.540001;43.169998;92.998985;66.089996;47.005001;10.457773;20.719999;32;49.619999;83.387627;84.529999;15.85;11.641479;67.5;76.610001;59.119999;48.080002;25.911343;4.82;152.885208;63.32;81.32
22.18;42.665001;92.910561;65.720001;47.169998;10.568513;20.860001;31.969999;49.404999;82.106987;85;15.97;11.662684;66;77.599998;58.889999;47.68;26.152035;4.79;150.918839;63.040001;80.339996
21.73;41.855;91.033875;64.599998;45.700001;10.443328;20.43;32.040001;50.48;82.143578;84.82;15.6;11.412466;65.639999;75.839996;58.5;47.950001;25.641176;4.79;149.444061;62.279999;78.080002
21.834999;42.735001;92.153992;64.989998;46.169998;10.592587;20.855;32.75;51.34;83.131493;85.269997;16.075001;11.370057;65.540001;74.800003;58.669998;47.349998;25.881868;4.82;150.918839;62.880001;78.970001
21.924999;42.48;91.928001;64.339996;46.064999;10.433699;20.655001;33.025002;51.150002;83.058319;85;15.97;11.387021;65.620003;74.529999;58.669998;46.950001;25.842571;4.77;151.410431;62.77;78.32
22.07;43.195;92.753349;64.690002;47.25;10.91518;20.844999;33.544998;51.41;84.74144;84.919998;16.105;11.348852;65.330002;79.279999;58.139999;47.349998;26.004671;4.82;151.017151;63.419998;79.519997
21.969999;44.294998;93.765381;66.279999;48.41;11.521846;20.84;33.654999;51.709999;84.851204;86.730003;16.195;11.365816;65.129997;80.480003;57.919998;47.375;25.960463;4.82;151.361267;63.400002;80.449997
22.030001;44.110001;91.99678;66.730003;49.174999;11.473698;20.535;34.924999;52.740002;84.119415;85.720001;16.344999;11.323406;64.699997;80.510002;57.200001;47.115002;26.102915;4.84;150.918839;63.25;79.43
21.9;44.075001;91.829742;66.139999;49.52;11.531476;20.605;35;52.490002;83.497391;85.529999;16.07;11.357334;65.269997;79.349998;57.849998;47.279999;25.862221;4.83;148.952469;63.02;79.5
21.945;44.419998;91.869049;66.709999;50.91;12.407772;21.004999;34.735001;52.48;84.082825;86.709999;15.435;11.662684;65.160004;80.300003;58.220001;47.264999;25.749243;4.84;145.511322;63.630001;78.400002
21.855;44.994999;92.114685;67.419998;51.43;12.306661;21.25;34.889999;52.68;84.521896;87.839996;15.86;11.662684;65.489998;80.339996;59.150002;45.98;25.862221;4.83;148.460876;63.599998;78.309998
22.08;44.66;91.377769;67.5;51.290001;12.417401;21.15;35.330002;52.720001;84.778023;87.389999;15.695;11.493045;65.120003;89.809998;60;46.035;25.803276;4.8;148.411713;63.490002;77.989998
22.200001;45.43;92.281723;67.07;51.759998;12.297031;21.295;35.220001;52.82;84.814613;89.050003;15.9;11.832323;65.589996;91.480003;59.73;46.290001;25.881868;4.78;149.345734;63.669998;79.18
22.195;45.639999;91.937828;67.839996;51.98;12.33555;21.434999;35.459999;53.16;85.290283;88.75;16.129999;11.917143;65.379997;93.07;60.490002;47.185001;26.392729;4.82;146.986099;63.59;79.790001
22.094999;44.66;90.552422;66.989998;51;12.07555;22;35.599998;52.889999;85.436638;89.099998;16.18;11.959552;65.129997;92.760002;60.470001;47.349998;26.387815;4.85;147.969284;64;79.470001
22.030001;44.75;91.77079;67.279999;51.610001;12.142957;22.469999;35.735001;53.470001;86.022072;87.540001;16.450001;11.980757;65.470001;92.400002;61.849998;47.25;26.505707;4.83;148.854141;64.07;80.290001
22.004999;43.689999;90.788239;67.029999;52.09;12.104439;22.690001;35.43;53.02;86.424561;87.699997;16.299999;12.065577;65.629997;92.440002;62.330002;48.235001;26.633421;4.91;152.393616;63.5;80.089996
22.285;45.125;91.519997;66.660004;52.540001;12.272957;22.465;35.799999;53.049999;86.168427;86.400002;16.26;12.069818;65.120003;92.5;61.799999;47.189999;26.662893;4.99;154.359985;63.349998;80.300003
22.23;44.98;89.900002;66.5;50.91;12.118883;22.225;35.82;52.040001;85.400047;86.160004;15.865;11.883215;65.449997;90.309998;61.5;47.125;26.540091;5.11;154.999054;63.599998;79.529999
22.254999;44.785;89.110001;65.860001;51.919998;12.311476;22.530001;36.044998;52.740002;86.241608;87.449997;16.049999;11.679648;65.660004;89.279999;61.369999;47.435001;26.525354;5.1;156.129715;63.610001;79.349998
22.254999;45.564999;89.550003;67;52.139999;12.330735;22.68;36.450001;53.650002;86.973396;87.839996;16.165001;11.811118;65.449997;91.809998;62.400002;47.470001;26.908499;5.14;155.982239;64.029999;79.809998
21.834999;43.455002;87.809998;67.059998;52.080002;12.566661;22.790001;36.375;54.150002;86.790451;87.650002;15.955;12.107987;66.940002;91.07;62.419998;47.005001;26.908499;5.16;160.01329;63.540001;78.07
21.65;42.52;87.010002;67.190002;51.959999;12.470364;22.834999;35.095001;54.150002;86.900223;87.599998;15.04;12.375168;66.040001;90.309998;61.790001;46.685001;26.682543;5.23;159.275909;62.720001;77.089996
21.5;42.389999;86.050003;66.150002;51.040001;12.248883;22.395;35.759998;53.860001;86.022072;86.379997;15.315;12.264903;65.629997;87.650002;60.849998;45.18;26.39764;5.17;160.259094;62.509998;75.809998
21.620001;43.264999;87.980003;67.290001;52.009998;12.605179;22.82;37.380001;54.689999;88.619934;89.269997;15.7;12.55753;68.5;87.480003;61.970001;45.465;26.987091;5.18;161.242279;63.200001;76.279999
22.049999;43.330002;87.93;67.220001;51.599998;12.57629;23.110001;36.470001;54.290001;88.327217;89.5;15.495;12.820471;68.230003;89.290001;61.630001;45.439999;27.345676;5.07;162.225464;64.419998;76.010002
22.709999;44.200001;89.699997;68.489998;51.68;12.614809;23.405001;37.215;54.27;88.290627;89.830002;15.41;12.680518;70.580002;89.5;62.189999;44.645;27.493038;5.06;161.733871;64.860001;77.349998
22.74;44.305;91.419998;68.629997;52.439999;12.792957;23.76;37.305;54.91;89.571259;92.07;15.37;12.769579;69.839996;88.75;62.66;44.57;27.944954;5.09;161.389755;65.300003;78.400002
22.75;43.73;90.18;68.550003;52.279999;12.739994;23.475;36.845001;54.82;89.498077;92.239998;15.02;12.850157;70.18;86.739998;62.240002;45.209999;27.925304;5.05;161.242279;63.68;78.339996
23.059999;44.595001;90.650002;70.25;52.25;12.590735;23.325001;37.145;54.529999;89.534668;93.059998;14.805;12.879844;70.309998;86.370003;62.880001;46;28.077579;5.04;161.340591;65.089996;79.32
23.355;45.305;91.709999;68.559998;52.959999;12.739994;23.325001;36.764999;54.400002;88.912643;92.980003;14.815;13.074929;69.730003;86.050003;62.630001;46.474998;28.072666;5.06;162.520416;65.239998;81.510002
24.200001;46.57;91.239998;69.43;53.98;12.918142;23.825001;36.900002;55.470001;89.132187;93.629997;14.89;13.613533;68.980003;87.5;62.75;47.634998;28.445988;5.07;163.94603;64.599998;83.220001
24.190001;46.575001;92.139999;69.209999;54.540001;13.014438;23.424999;37.055;54.950001;88.400391;93.5;14.78;13.219122;69.849998;91.639999;62.66;46.950001;28.431252;5.09;165.175018;64.660004;83.989998
24.395;46.455002;93;69.019997;55.799999;13.231105;23.67;37.345001;55.290001;89.132187;94.040001;15.17;13.180953;69.099998;92.059998;62.98;46.884998;29.934355;5.08;167.2397;65.099998;84.889999
24.110001;46.014999;93.25;68.790001;54.849998;13.163697;23.555;36.945;54.369999;88.107674;92.139999;15.175;13.125821;67.360001;90.849998;62.16;46.505001;29.939266;4.96;167.288864;65.050003;84.230003
23.780001;45.365002;92.010002;67.540001;55.119999;12.961475;23.25;36.884998;54.09;87.632011;91.379997;14.935;12.833193;67.400002;88.010002;62.23;46.59;29.251572;4.97;169.304382;64.470001;83.82
24.17;46.02;93.309998;67.809998;56.189999;13.10592;23.530001;36.619999;54.240002;87.924728;91.690002;15.045;12.875603;68;86.449997;62.919998;46.595001;29.256483;4.99;172.352264;65.300003;84.739998
24.1;46.535;94.489998;68.32;57.259998;13.380364;23.75;36.564999;54.139999;88.83947;92.699997;15.14;12.807748;68.989998;86.440002;62.689999;47;29.276133;5.09;170.090927;68.169998;84.779999
23.635;45.689999;92.169998;68.349998;56.57;13.168512;23.455;36.540001;53.23;87.668602;91.93;14.965;12.973146;68.5;85.160004;62.619999;46.275002;29.035439;5.07;174.023666;68.190002;84.059998
23.690001;45.810001;93.089996;68.910004;57.029999;13.577771;23.799999;36.535;54.130001;87.961319;92.93;14.965;13.168231;69.260002;84.739998;62.84;46.369999;29.276133;5.05;175.891724;66.599998;83.489998
23.495001;45.830002;93.010002;69.629997;57.240002;13.582586;23.915001;37.075001;54.259998;87.668602;93.730003;15.085;13.168231;70.010002;81.290001;63.400002;45.845001;29.384199;5.08;174.220306;67.349998;82.550003
23.799999;46.360001;93.900002;71.059998;57.18;13.601845;24.17;37.549999;54.560001;88.766289;95.779999;15.33;13.070688;70.760002;81.389999;64.18;47.595001;30.027683;5.17;177.464813;66.550003;82.860001
23.969999;46.689999;93.989998;71.559998;57.669998;13.611475;24.094999;37.345001;54.509998;88.107674;95.599998;15.19;13.134303;70.690002;81.099998;64.300003;47.049999;29.8312;5.09;177.464813;66.480003;82.839996
23.969999;46.805;95.029999;72.139999;57.93;13.722216;24.355;37.529999;55.27;89.607849;97.160004;15.5;13.766208;71.440002;81.870003;64.959999;47.965;29.954002;5.14;179.431183;67.220001;83.029999
23.995001;47.275002;96.489998;72.089996;57.25;13.659623;24.475;37.764999;55.040001;89.717621;98.75;15.45;14.135173;71.529999;79.010002;64.949997;48.52;30.263466;5.17;180.414368;66.489998;83.370003
23.799999;47.044998;96.610001;72.419998;57.619999;13.625919;24.415001;37.875;56.560001;89.461494;98.980003;15.955;14.126691;72.25;78.190002;65.110001;48.759998;30.263466;5.16;184.740387;66.5;83
24.155001;47.685001;97.540001;72.559998;56.799999;13.462216;24.16;37.740002;56.450001;89.20536;97.919998;15.87;14.058836;72.199997;77.540001;64.82;48.73;30.24873;5.12;184.297958;66.389999;83.010002
23.92;46.98;96.739998;72.75;57.139999;13.688512;24.27;38.075001;56.669998;89.68103;98.260002;15.825;13.638979;72.660004;79.809998;66.309998;49.740002;30.214344;5.1;182.380737;67.300003;82.279999
23.700001;45.900002;96.599998;72.110001;56.330002;13.279253;23.995001;37.740002;56.700001;88.912643;97.019997;15.835;13.613533;72.629997;78.629997;66.800003;49.310001;30.08663;5.1;182.774017;66.559998;81.199997
23.299999;44.599998;95.779999;70.989998;55.110001;12.903697;23.434999;37;55.799999;87.705193;95.650002;15.405;13.316665;72.059998;76.230003;66.080002;48.869999;29.261396;5.06;180.414368;65.580002;79.639999
23.5;45.080002;95.089996;71.809998;56.07;13.062586;23.77;37.494999;56.27;88.546753;96.160004;15.535;13.087652;72.010002;77.940002;66.089996;49.380001;29.786991;5.07;179.431183;66.199997;80.410004
23.450001;45.200001;95.050003;72.07;55.59;12.927772;23.5;37.889999;57.09;90.156693;95.910004;15.325;13.03676;72.610001;77.470001;66.220001;48.695;30.39118;5.05;180.021103;65.800003;80.059998
23.200001;44.82;92.650002;71.43;58.009998;13.182957;23.485001;38.200001;56.77;89.863976;96.489998;15.53;12.913772;71.290001;77.550003;66.800003;48.424999;30.204519;5.01;180.90596;65.5;80.059998
22.895;44.084999;92;71.18;58.009998;13.187771;23.110001;38.34;56.27;88.619934;95.349998;15.35;12.850157;71.620003;75.989998;66.790001;48.415001;30.509069;5.03;180.90596;65;79.25
22.695;43.724998;87;71.440002;58.990002;13.592216;22.870001;38.700001;56.689999;87.302704;95.860001;15.49;12.765338;71.349998;77.309998;66.980003;48.005001;30.759586;5.03;180.90596;65.93;78.610001
23.135;44.474998;88.089996;73.410004;59.169998;13.808882;23.325001;39.044998;56.27;88.802879;97.330002;15.62;12.807748;73.139999;78.279999;67.480003;49.169998;30.902039;5.03;180.611008;66.580002;80.029999
22.66;43.205002;86.339996;71.050003;58.610001;13.698142;22.5;37.27;56.220001;87.302704;94.150002;14.89;12.659313;71.279999;78.480003;66.370003;49.68;30.754675;5.04;177.956406;65.470001;78.169998
22.299999;42.735001;84.839996;69.110001;57.349998;13.491105;22.245001;37.07;54.77;84.887794;91.559998;14.495;12.799266;68.589996;76.120003;64.379997;48.435001;30.170135;5.02;175.006851;63.599998;77.800003
22.129999;43.299999;84.43;67.919998;56.439999;13.389994;22.615;36.93;54.82;85.473228;91.199997;14.74;13.007073;67.190002;73.360001;64.510002;48.485001;29.78208;4.99;171.270752;64.220001;77.550003
22.389999;44.09;84.419998;66.339996;56.75;13.447771;22.735001;36.689999;54.599998;86.790451;92.290001;14.9;13.380279;68.949997;75.449997;64.970001;48.130001;30.032597;5.03;176.973221;64.529999;79.370003
22.17;42.814999;82.480003;65.959999;55.040001;13.043327;22.275;36.334999;53.759998;84.924385;90.040001;14.205;12.799266;66.779999;75.699997;63.68;47.674999;29.15333;5.01;176.481628;63.759998;73.790001
21.92;41.465;81.559998;65.730003;56.029999;13.115549;22.540001;36.799999;53.299999;85.436638;90.440002;14.43;12.629627;66.110001;74.889999;63.93;47.845001;28.814396;5.02;174.66275;63.060001;72.339996
20.639999;40.450001;79.489998;66.089996;56.349998;13.178142;23.18;36.305;52.75;85.10733;89.889999;14.47;12.464229;65.769997;73.940002;62.139999;46.764999;28.892988;4.97;167.63298;61.650002;70.75
20.940001;42.134998;82.519997;66.769997;57.41;13.409253;23.445;36.794998;53.669998;88.254036;91.690002;14.77;12.553289;66.099998;74.519997;63.889999;48;29.521738;5;168.321198;62.490002;72.970001
21.059999;41.849998;81.370003;66.830002;56.860001;13.389994;22.325001;36.855;53.099998;86.973396;88.93;14.49;12.659313;65.470001;76.160004;62.91;47.514999;29.983475;5;169.501022;62.459999;71.660004
20.77;41.09;80.099998;65.900002;56.110001;13.284068;22.165001;36.965;52.669998;85.729355;88.690002;14.305;12.417578;65.120003;75.279999;62.169998;46.98;29.801727;5.01;168.370361;62.400002;70.589996
20.795;41.314999;81.599998;66.099998;55.990002;13.539253;22.469999;37.915001;52.66;85.363457;88.190002;14.33;12.137673;65.220001;75.610001;62.009998;47.029999;31.658503;4.99;169.107758;63.580002;70.080002
21.049999;41.845001;81.639999;66.849998;56.900002;13.779993;22.76;37.665001;53.720001;86.607506;89.260002;14.46;12.184324;66.279999;78.199997;62.810001;47.334999;31.619205;5.02;168.911118;62.299999;70.900002
21.42;42.32;82.209999;67.879997;56.740002;13.698142;22.785;37.654999;53.599998;85.839127;88.080002;14.21;11.946829;65.459999;77.940002;62.509998;46.470001;31.619205;4.99;166.649796;62.32;72.160004
21.445;41.715;81.669998;67.970001;56.650002;13.279253;22.825001;37.759998;53.400002;84.887794;89.230003;14.74;12.069818;66.75;76.519997;62.759998;46.669998;31.624119;5.05;166.158203;62.700001;71.190002
22.059999;43.41;84.639999;68.379997;57.41;13.404438;23.66;38.200001;55.040001;86.75386;91.349998;14.865;12.214011;68;74.650002;63.580002;47.305;31.869722;5.07;165.863235;63.959999;72.93
21.790001;42.825001;84.07;68.610001;56.849998;13.592216;23.85;37.919998;55.290001;86.680687;91.57;14.835;12.320035;67.400002;74.389999;63.599998;47.400002;32.021999;5.06;167.63298;63.34;72.870003
21.82;41.945;83.019997;68.5;56.470001;13.544068;23.93;38.005001;55.459999;86.863632;92.379997;14.83;12.752615;67.290001;73.75;63.279999;47.82;31.535;5.07;167.63298;64.019997;71.519997
21.73;41.564999;82.650002;69.099998;57.009998;13.635549;23.934999;37.215;55.470001;86.75386;92.300003;14.6;12.765338;67.269997;74.18;63.610001;47.73;31.655001;5.09;168.124557;64.400002;71.050003
21.735001;41.470001;81.830002;68.279999;56.23;13.48629;23.805;36.625;55.150002;86.607506;91.330002;14.47;12.616904;67.190002;75.199997;63.619999;47.544998;31.27;5.05;164.683426;64.330002;70.800003
21.5;41.215;81.169998;67.980003;55.57;13.409253;23.780001;36.619999;55.029999;85.729355;90.639999;14.505;12.510879;66.629997;74.040001;63.52;46.825001;30.73;5.09;166.158203;64.18;70.860001
21.684999;41.650002;81.68;68.839996;56.470001;13.799253;24.165001;37.099998;56.330002;87.924728;93.529999;14.735;12.807748;67.029999;74.110001;64.32;47.400002;30.82;5.06;166.649796;65.199997;71.459999
21.805;41.52;81.730003;69.080002;56.150002;13.418882;23.745001;36.84;55.389999;87.851547;92.269997;14.685;12.722928;67.099998;74.089996;64.169998;46.924999;31.025;5.09;164.683426;64.739998;71.43
21.67;40.450001;80.199997;68.150002;54.93;13.091475;22.915001;35.849998;54.080002;85.839127;89.150002;14.36;12.595699;65.660004;73.029999;62.529999;45.974998;30.825001;5.18;163.257797;64.099998;70.989998
21.4;40.639999;81.120003;68.220001;54.849998;13.009623;22.93;35.525002;54.790001;85.948891;90.059998;14.55;12.544807;66.339996;71.599998;63.220001;46;30.924999;5.12;163.257797;63.75;71.199997
21.065001;39.855;79.239998;67.800003;55.529999;13.317771;22.940001;35.345001;54.759998;84.924385;89.639999;14.635;12.566012;65.080002;74.419998;62.580002;46.154999;31.5;5.17;162.815369;63.139999;70.260002
20.605;39.669998;77.540001;68.660004;56.77;13.341845;22.98;35.200001;54.290001;85.765945;91.120003;14.6;12.739892;65.290001;76.360001;63.049999;46.375;31.32;5.17;163.503601;63.080002;69.099998
20.530001;40.099998;78.129997;67.32;56.34;13.149253;22.754999;35.075001;53.77;84.851204;91.150002;14.505;12.667795;64.540001;73.800003;62.380001;45.5;31.225;5.16;163.208649;62.849998;69.690002
20.465;39.105;76.099998;66.610001;55.299999;12.898883;22.405001;34.884998;53.299999;83.42421;89.139999;14.26;12.510879;63.369999;74.730003;61.169998;45.555;31.5;5.16;163.847717;62.32;67.980003
20.389999;38.82;75.129997;66.480003;54.630001;12.662957;22.120001;34.235001;52.630001;82.582649;88.089996;13.63;12.29883;63.43;73.879997;60.790001;44.185001;31.209999;5.15;164.191833;61.599998;67.599998
20.605;39.044998;76.199997;67.949997;54.389999;12.739994;22.155001;34.224998;52.25;82.838776;87.849998;13.555;12.052854;63.580002;73.610001;60.470001;44.080002;31.025;5.12;161.537231;61.689999;67.839996
20.700001;39.535;77.629997;69.529999;55.560001;12.985549;22.530001;34.759998;52.810001;84.631668;89.239998;13.825;11.968034;63.990002;73.120003;61.32;45.025002;31.285;5.12;160.652359;63.130001;68.440002
21.145;39.855;79.019997;69.610001;56.02;12.96629;22.775;34.685001;53.02;85.765945;90.449997;14.09;12.192806;63.91;72.220001;61.580002;45.400002;31.290001;5.11;160.848999;62.209999;69.029999
20.684999;39.220001;77.889999;68.419998;55.299999;12.898883;22.51;34.299999;52.299999;84.082825;89.199997;13.9;12.163119;63.07;71.779999;60.68;44.560001;31.25;5.08;161.242279;61.610001;67.440002
20.51;38.880001;77;67;53.959999;12.561846;22.084999;33.895;51.119999;82.509476;87.099998;13.55;12.544807;62.799999;71.25;60.34;43.884998;30.9;5.07;161.438904;60.950001;66.760002
20.42;39.064999;77.93;68.980003;53.669998;12.581105;22.52;34.18;51.650002;82.911957;87.580002;13.665;12.566012;64.099998;71.599998;60.84;43.904999;31.18;5.04;158.587677;60.669998;67.220001
19.99;38.035;76.029999;68.029999;53.139999;12.494438;22.365;33.615002;50.990002;82.692421;86.040001;13.435;12.392132;66.050003;73.080002;60.009998;44.389999;30.605;5.02;157.801132;60.02;65.230003
19.865;38.18;76.440002;67.709999;53.080002;12.581105;22.535;33.415001;51.599998;83.241264;86.370003;13.685;12.297134;67.330002;72.5;59.52;44.299999;30.85;5.03;157.899445;59.82;65.400002
19.725;37.985001;75.639999;70.269997;53.610001;12.687031;22.42;33.619999;52.200001;82.875366;86.419998;13.81;12.147852;66.349998;73.599998;59.110001;44.125;30.924999;4.89;155.34317;61.07;63.939999
19.959999;39.200001;77.870003;71.269997;56.32;13.341845;23.299999;38.07;54.34;86.827042;90.800003;14.845;12.180507;66.650002;74.07;60.610001;45.419998;31.57;5.06;160.259094;62.75;66.120003
20.82;40.174999;79.300003;71.629997;57.360001;13.548882;23.375;38.02;54.799999;87.55883;92.07;14.95;12.292469;67.550003;72.629997;60.959999;46.044998;31.82;5.04;160.259094;63.450001;67.720001
20.700001;39.669998;78.760002;71;56.860001;13.529623;23.455;34.5;54.82;87.266113;92.599998;14.455;12.175842;68.029999;72.720001;60.470001;46.509998;31.75;5.03;159.275909;63.259998;67.309998
20.395;39.724998;78.550003;70.949997;57.029999;13.548882;23.530001;35.154999;54.950001;87.485657;92.349998;14.545;12.021895;67.970001;72.239998;60.57;46.445;31.68;5.01;157.30954;64.169998;66.540001
20.715;40.744999;79.32;70.709999;57.630001;13.611475;23.855;34.799999;55.049999;87.778374;92.959999;14.67;11.835292;68.309998;72.339996;60.66;46.419998;32.044998;5.02;160.259094;64.290001;66.57
20.155001;39.544998;77.260002;69.379997;54.810001;12.927772;22.6;34.134998;52.830002;84.668259;89.529999;14.055;11.41077;66.589996;70.589996;59.07;44.639999;30.915001;5;157.30954;62.66;65.18
