MERY.PA_prix;LI.PA_prix;COV.PA_prix;NK.PA_prix;BNP.PA_prix;ACA.PA_prix;CS.PA_prix;EN.PA_prix;DG.PA_prix;AI.PA_prix;SAN.PA_prix;ORA.PA_prix;ITP.PA_prix;RCO.PA_prix;ERA.PA_prix;BN.PA_prix;TTE.PA_prix;RUI.PA_prix;ABCA.PA_prix;ALTA.PA_prix;VCT.PA_prix;ICAD.PA_prix
23;22.059999;70.930763;41.785;46.215;8.970958;13.015;32.84;35.345001;46.061607;46.810001;15.365;5.310513;39.459999;221.699997;40.369999;37.599998;14.783599;6.84;107.117958;52.330002;65.330002
22.99;21.809999;71.441696;41.52;46.549999;9.050884;12.86;33.285;35.895;46.264946;46.889999;15.39;5.382929;40.060001;219.25;40.775002;37.540001;14.956972;6.86;108.641899;51.98;64.959999
22.4;20.690001;68.926353;39.68;45.25;8.447107;12.295;31.950001;34.259998;44.994083;46.299999;15.165;5.235683;39.465;208.199997;39.955002;37.049999;14.668798;6.7;108.101143;50.52;63.610001
22.365;20.895;69.39798;41.195;45.314999;8.683033;12.735;32.869999;35.215;46.654675;47.330002;15.32;5.334652;39.685001;221.300003;40.785;37.595001;14.994459;6.99;107.658714;53.610001;64.889999
22.85;21.639999;72.836929;42.349998;47.330002;8.605033;13.55;34.380001;37.060001;48.608974;49.044991;15.615;5.479484;40.540001;229.050003;41.68;38.310001;15.111603;7.04;108.091316;54;67.279999
23.07;21.790001;72.689545;42.25;46.970001;8.58481;13.515;34.470001;36.790001;47.981808;49.014999;15.585;5.566383;41;225.25;41.955002;38.134991;15.137374;7;107.658714;54.099998;66.389999
23.1;21.889999;73.672096;42.634991;46.294991;8.548218;13.455;34.845001;36.895;48.156792;49.450001;15.5;5.600178;40.865002;223.699997;42.02;37.73;14.996801;7.08;107.658714;54.619999;67.43
22.959999;21.424999;73.583672;41.830002;45.970001;8.390292;13.3;35.115002;36.900002;48.904999;49.419998;15.39;5.684663;41.900002;220.899994;42.16;37.955002;15.099888;7.1;108.150307;53.91;67.650002
23.045;21.365;74.713608;41.709999;46.09;8.288218;13.11;34.5;36.869999;48.512791;49.549999;15.48;5.660524;42.34;218.050003;43.110001;37.865002;15.02023;7.12;108.150307;54.139999;67.699997
23.299999;22.049999;76.040062;42.564999;45.865002;8.475996;13.2;34.555;37.465;49.761814;50.279999;15.65;5.778804;42.869999;220.25;43.389999;39.029999;15.228747;7.15;108.150307;53.830002;67.879997
23;21.785;73.583672;41.25;43.125;8.042663;12.535;33.764999;36.16;48.500725;48.955002;15.435;5.675007;42.535;212.050003;42.84;38.185001;15.027259;7.12;108.641899;54.43;66.089996
22.9;21.66;71.648033;40.525002;42.689999;7.903033;12.34;33.724991;36.5;48.542961;48.005001;15.265;5.723285;42.695;205.949997;42.18;37.965;15.10926;7.12;109.133492;54.700001;65.080002
22.625;21.959999;70.174194;39.424999;41.48;7.726811;12.11;33.349998;35.950001;48.440384;47.91;15.135;5.74501;43;203.899994;42.099998;37.66;14.968687;7.13;107.658714;53.290001;64.349998
22.754999;22.18;69.76152;40.27;42.32;7.887626;12.31;34.035;36.575001;49.610966;48.509998;15.42;5.696732;43.349998;210.600006;43.005001;38.110001;15.205318;7.15;107.70787;53.959999;65.160004
23.120001;22.610001;67.364082;41.790001;43.82;8.163996;12.825;35.040001;37.700001;50.672939;49.200001;15.7;5.67018;44.855;215.850006;43.384991;38.264999;15.463035;7.15;108.150307;55.240002;67.760002
23.309999;23.09;67.098793;41.715;46.275002;8.687847;13.115;35.334999;37.98;50.769482;49.700001;15.845;5.660524;45.139999;215.899994;43.279999;38.700001;14.98743;7.15;108.150307;56.369999;68.699997
23.285;23.58;66.656647;42.435001;47.5;8.936292;13.6;35.935001;38.865002;51.590096;50.580002;15.29;5.643627;44.98;223.800003;43.869999;39.59;14.933544;7.16;108.160133;57.220001;69.309998
23.35;23.559999;67.059494;42.650002;49.25;8.995996;13.695;36.279999;39.084999;51.384941;50.93;15.55;5.793287;44.810001;224.550003;44.110001;39.869999;15.245147;7.2;109.133492;57.400002;70.269997
23.59;23.620001;67.884842;42.459999;49.34;9.043181;13.96;35.275002;38.799999;51.662502;51.349998;15.5;5.817426;43.974991;221.899994;44.23;40.355;15.345891;7.27;109.625084;57.549999;70.400002
23.584999;23.655001;67.963448;45.165001;49.060001;8.967107;13.87;34.880001;38.724991;51.608196;51.110001;15.43;5.889842;44.154999;227.25;44.095001;40.455002;15.163146;7.38;110.608269;57.400002;70.699997
23.684999;23.84;68.346642;46.240002;50.18;9.510217;13.855;35.375;38.505001;51.324604;49.57;15.4;6.070882;44.439999;226.699997;43.994999;40.185001;15.463035;7.16;111.099861;57.029999;73.379997
24.07;23.700001;68.552979;46.259998;50.32;9.592069;14.04;35.400002;38.900002;52.169353;50;15.3;6.253129;45.895;235.550003;44.505001;40.724991;15.58018;7.31;114.049416;57.299999;72.980003
24.200001;23.59;68.778969;46.299999;49.355;9.142366;13.875;34.919998;38.555;52.259861;50.560001;15.165;6.253129;45.799999;233.199997;45.244999;40.07;15.50755;7.32;114.049416;57.200001;72.199997
24.184999;23.295;68.159958;44.5;48.285;8.90644;13.555;33.91;37.48;51.584061;50.290001;14.895;6.266406;46.224991;225.399994;44.610001;39.244999;15.509893;7.27;116.015785;56.43;72.989998
23.870001;22.945;66.882629;43.764999;45.875;8.485625;13.25;32.985001;36.450001;50.956532;49.424999;14.79;6.239853;44.494999;219.350006;44.255001;38.435001;15.463035;6.82;116.035446;55;70.139999
23.594999;23.094999;66.853157;43.34;45.365002;8.705181;13.13;32.305;35.610001;51.107384;49.02;14.685;6.239853;44.294991;213.899994;44.240002;37.880001;15.697324;6.74;116.507378;53.880001;69.900002
23.764999;23.450001;67.10862;44.365002;47.005001;8.73407;13.44;33.23;36.439999;52.060741;49.900002;14.79;6.200024;45.09;218.199997;45.299999;38.130001;15.685609;6.8;115.524193;54.990002;71.120003
23.455;22.995001;66.401176;42.650002;43.75;8.040737;12.705;31.775;34.634991;49.954903;48.685001;14.445;6.452274;43.764999;209.199997;44.25;36.759998;15.320119;6.79;115.0326;54.549999;70.760002
23.299999;22.764999;66.804031;42.130001;44.77;8.315181;12.745;31.924999;34.34;50.359173;49.529999;14.285;6.452274;43.814999;204.850006;44.200001;36.965;15.61298;6.75;115.0326;55.080002;69.330002
22.91;22.235001;64.298508;41.139999;43.490002;7.992589;12.275;30.655001;33.174999;48.687775;48.224991;14.145;6.053985;43.060001;201.949997;44.025002;35.880001;15.207661;6.73;108.445259;53.299999;67.870003
22.9;22.014999;63.954613;41.040001;44.205002;7.956959;12.395;30.790001;33.490002;49.067913;47.060001;14.205;5.934498;43.424999;204.449997;44.32;36.189999;15.737153;6.7;108.150307;53.509998;67.629997
22.709999;21.940001;63.91531;40.805;43.450001;7.855848;12.24;30.67;33.865002;48.180927;46.490002;14.37;5.868117;43.244999;201.800003;44.005001;36.009998;15.725438;6.7;108.150307;53.5;67.279999
22.9;22.445;64.622749;42.209999;45.290001;8.28244;12.585;31.559999;34.66;49.38168;47.035;14.755;5.868117;44.049999;212.449997;45.220001;36.639999;15.887097;6.69;112.083046;54.540001;67.480003
23.200001;23.120001;66.283272;42.314999;47.974991;8.858292;12.91;31.264999;34.945;49.773884;46.715;14.98;5.868117;44;213.399994;45.935001;37.209999;16.041727;6.74;112.574638;54.740002;69.190002
23.4;23.639999;67.128273;43.150002;49.57;9.022958;13.34;31.965;35.255001;50.322971;47.099998;15.025;5.907946;44.169998;218.850006;45.549999;38.040001;16.041727;6.82;112.967911;54.93;69.120003
23.17;23.125;66.371704;43.25;50.09;8.920884;13.29;32.130001;35.439999;50.89016;47.540001;14.945;6.173472;44.349998;224;45.494999;38.294991;16.081556;6.85;112.967911;54.990002;68.150002
23.375;23.655001;67.275658;43;50;8.913181;13.335;32.215;35.505001;51.215992;48.099998;14.86;6.2133;45;221.300003;46.029999;38.400002;16.004242;6.89;112.083046;54;68.440002
23.4;24.120001;68.209084;44.27;51.450001;9.24444;13.62;32.849998;36.305;51.9823;48.764999;15.145;6.412445;45.299999;222.5;45.919998;39.105;16.154186;6.92;112.033882;54;69.790001
23.450001;24.195;68.326988;44.240002;50.740002;9.24444;13.755;32.59;36.470001;52.253826;49.099998;15.13;6.385892;45.700001;221.050003;45.939999;39.02;16.165901;6.95;111.099861;53.73;70.239998
23.455;24.094999;67.875015;44;48.705002;8.943033;13.365;31.895;36.005001;52.018505;48.709999;15.02;6.36465;45.619999;215.25;45.790001;38.764999;16.165901;6.92;110.116676;53.75;70.589996
23.225;23.75;67.128273;43.02;47.060001;8.603107;12.885;30.924999;35.005001;51.131516;47.669998;14.73;6.452274;44.48;208.850006;45.095001;38.044991;16.053442;6.9;110.116676;52.509998;68.959999
23.295;24.07;67.491814;42.849998;47.139999;8.510662;12.675;30.615;34.834999;50.775517;47.945;14.695;6.292958;43.860001;207.649994;45;37.77;15.697324;6.91;110.116676;52.349998;69.860001
23.285;23.584999;67.118446;43.384991;46.970001;8.506811;12.645;30.74;34.764999;50.546227;47.139999;14.63;6.266406;44.220001;209.699997;44.689999;37.73;15.762925;6.91;110.608269;51.959999;68.559998
23.924999;24.385;68.307343;44.115002;47.584999;8.631033;12.735;31.245001;35.634991;51.161686;46.875;14.585;6.279682;44.855;213.449997;44.98;37.459999;15.936298;6.9;110.116676;52.189999;68.949997
24.365;25.190001;70.066116;44.665001;49.849998;9.109625;13.215;32.235001;36.849998;52.362438;47.529999;14.975;6.425721;45.145;217.75;45.759998;38.040001;15.943327;6.9;110.116676;52.549999;71.57
24.76;25.695;71.480995;45.244999;49.82;9.008514;13.1;32.5;37.345001;52.965832;45.509998;14.96;6.372616;44.860001;220.5;46.145;38.139999;15.896469;6.86;110.116676;53.099998;71.739998
25;25.85;71.667686;45.529999;51;9.289699;13.35;32.720001;37.549999;52.983932;45.584999;14.985;6.292958;44.095001;221.149994;46.32;38.299999;15.924584;6.82;110.608269;53.889999;73.059998
25.33;25.174999;71.441696;45.674999;53.799999;10.231476;14.25;32.904999;37.685001;52.833084;45.154999;15.11;6.269061;43.450001;223.050003;44.355;38.395;15.915212;6.88;111.099861;54.32;73.830002
25.18;24.834999;70.193848;44.68;54.959999;10.356662;14.45;32.404999;37.599998;52.531387;45.43;15.17;6.239853;42.785;223.149994;44.360001;38.555;15.955041;6.89;110.214989;54.099998;73.400002
25.115;24.549999;69.280067;44.465;53.400002;10.178513;14.235;33.130001;37.799999;51.952133;44.82;16;6.250474;42.360001;217.25;43.720001;38.349998;15.697324;6.88;110.214989;54.060001;74.139999
25.07;24.485001;68.896873;44.619999;52.709999;10.120736;14.145;32.400002;37.150002;52.115047;44.57;16.07;6.239853;41.939999;212.449997;43.040001;38.709999;15.786353;6.88;110.214989;51.860001;72.959999
25.549999;25.389999;70.134895;45.674999;55.490002;10.496291;14.705;33.645;38.535;53.901093;45.41;16.43;6.239853;42.215;221.149994;43.970001;39.91;15.931612;6.86;110.116676;52.299999;74.080002
25.73;25.16;71.333611;45.805;55.790001;10.409625;14.735;33.275002;38.259998;52.89946;45.669998;16.325001;6.292958;42.23;221.25;44.075001;39.889999;16.055784;6.89;111.060532;51.75;76.18
25.639999;24.889999;71.62838;44.470001;55.889999;10.491476;14.64;33.349998;37.959999;53.261494;46.23;16.405001;6.292958;43.310001;223.199997;43.825001;40.25;16.107328;6.88;110.116676;51.43;75.75
25.639999;25;71.235359;44.98;55.990002;10.602217;14.675;33.915001;38.169998;53.225292;46.049999;16.280001;6.239853;42.419998;223.149994;42.915001;40.544991;16.219788;6.87;110.116676;51.299999;75.290001
25.639999;24.775;70.537743;44.5;55.709999;10.587773;14.24;33.325001;37.560001;52.736542;45.27;16.18;6.226577;41.389999;221.699997;42.435001;40.009998;16.53842;6.85;110.116676;51.009998;74.849998
25.790001;24.940001;70.626175;44.720001;56.959999;10.823698;14.475;34.080002;38.465;53.12875;46.009998;16.375;6.210645;41.59;221.949997;43.115002;40.810001;16.589964;6.89;110.116676;51.25;75.660004
25.565001;24.725;70.144722;43.654999;56;10.573328;14.275;33.869999;37.709999;52.302101;46.23;16.32;6.186748;41.965;215.850006;43.009998;40.119999;16.594648;6.9;109.625084;50;74.599998
25.33;24.08;69.230942;42.200001;53.799999;10.067773;13.66;32.634991;36.689999;51.246162;45.450001;16.09;6.10709;40.674999;208.199997;42.540001;39.060001;16.283045;6.85;110.362473;49.25;73
25.299999;23.9;68.543152;41.445;53.580002;9.822217;13.205;32.384991;35.915001;51.469418;45.32;16.309999;6.10709;40.799999;207.800003;43.174999;39.07;16.142471;6.86;110.5886;49.009998;72.849998
25.290001;23.825001;69.044258;41.200001;53.27;9.923328;13.15;32.419998;35.529999;50.775517;44.759998;16.5;5.971672;41.404999;206.75;42.825001;39.029999;16.236187;6.85;110.116676;48.900002;73.230003
25.17;23.700001;69.525711;41.395;52.580002;9.889625;13.095;32.630001;35.305;50.872059;44.720001;16.434999;6.075227;41.705002;207.949997;42.674999;38.794991;16.283045;6.87;110.057686;49;74.379997
25.34;24.290001;70.753906;42.205002;53.720001;10.192958;13.47;33.474991;36.185001;51.855591;45.18;16.549999;6.10178;42.610001;215.350006;43.099998;39.355;16.61105;6.85;109.133492;50.799999;75.669998
25.440001;24.469999;70.429665;41.915001;53.029999;10.164069;13.31;33.764999;36.205002;51.547859;45.619999;16.43;6.104435;42.75;212;42.814999;39.009998;16.564192;6.82;109.133492;50.799999;74.610001
25.450001;24.254999;70.675301;41.259998;51.700001;9.841477;12.9;33.224991;35.205002;50.413479;45.044991;16.17;6.053985;41.959999;207.600006;41.895;38.075001;16.529049;6.83;108.641899;50.57;73.870003
25.299999;23.940001;70.301926;40.369999;51.02;9.653699;12.585;32.549999;34.740002;49.695442;44.965;16.094999;6.088503;41.605;205.600006;41.255001;37.77;16.493904;6.84;107.658714;50.380001;73.860001
25.344999;23.84;70.734253;40.834999;51.669998;9.788514;12.575;33.125;34.924999;49.460117;45.825001;16.344999;6.15754;41.799999;205.350006;41.494999;38.025002;16.447046;6.87;107.167122;50.509998;74.440002
25.299999;23.889999;69.486404;39.384991;50.57;9.672958;12.45;32.044991;34.029999;49.007572;44.744999;16.145;6.15754;42.939999;203.649994;41.77;37.400002;16.37676;6.82;106.183937;48.945;72.879997
25.5;23.98;69.07373;38.700001;49.165001;9.533329;12.12;31.610001;33.814999;48.518826;44.599998;16;6.133643;42.27;196.149994;42;36.974991;16.259617;6.82;106.085617;47.990002;73.599998
25.450001;24.065001;70.793205;38.744999;49.43;9.793328;12.425;31.965;34.145;49.182556;44.66;16.125;6.146919;42.119999;201.850006;42.150002;36.994999;16.048756;6.83;106.085617;47.98;72.300003
25.59;24.49;71.589081;39.09;49.744999;9.865551;12.485;32.445;35.169998;49.737679;45.259998;16.495001;6.146919;43;203.899994;42.59;37.064999;16.0019;6.88;106.675529;47.790001;73.849998
25.885;24.285;71.510475;38.900002;49.119999;9.807773;12.265;32.049999;34.814999;49.279102;45.560001;15.925;6.10709;43.935001;202.949997;42.349998;36.75;16.243216;6.88;106.675529;48;73.25
25.785;24.094999;72.31617;39.185001;49.369999;9.576662;12.265;32.035;34.625;49.514423;45.27;16.040001;6.138953;43.695;200.149994;42.404999;36.869999;16.306475;6.88;107.658714;47.715;74.82
26.35;24.780001;72.964661;40;52.299999;10.01481;12.965;32.264999;36.27;51.397011;46.619999;16.190001;6.186748;43.75;207.100006;43.57;38.145;16.472818;6.89;107.167122;48.82;76.690002
26.6;25.014999;74.517097;40.98;52.43;10.149625;12.885;32.404999;36.75;51.354774;46.375;16.139999;6.215956;43.82;208.949997;43.134991;38.18;16.470476;6.85;109.133492;49.014999;76.360001
26.85;25.469999;75.371925;41.255001;53.439999;10.481847;13.22;32.404999;37.18;51.789215;46.799999;16.245001;6.250474;43.950001;209.5;43.310001;38.790001;16.451733;6.86;111.099861;49.115002;76.379997
26.844999;25.309999;75.65686;41.455002;53.900002;10.539624;13.135;32.700001;37.209999;52.422779;46.759998;16.290001;6.52131;44;212.100006;43.555;38.889999;16.493904;6.85;111.099861;49.415001;77.080002
26.985001;25.290001;75.597908;40.685001;52.73;10.245921;12.99;32.169998;36.779999;52.22366;46.830002;16.075001;6.531931;43.965;208.300003;43.174999;38.299999;16.475161;6.84;111.099861;49.639999;77.68
26.969999;25.27;75.047676;41.5;53.5;10.072588;13.015;32.029999;36.805;52.603794;47.790001;16.254999;6.478826;44.634991;210.899994;43.950001;38.654999;16.507961;6.89;111.099861;49.154999;77.760002
27.049999;25.885;76.855583;42.290001;54.459999;10.53481;12.91;32.860001;37.02;53.152885;48.470001;16.315001;6.46555;45.400002;213.75;44.610001;39.09;16.622763;6.87;111.60128;49.529999;79
27.615;26.110001;76.63942;42.040001;54.84;10.554069;13.12;32.455002;37.165001;53.76231;48.544991;16.34;6.412445;45.389999;213.550003;44.529999;39.005001;16.739906;6.9;111.611115;49.619999;78.589996
27.695;25.934999;76.914536;42.125;55.98;11.160735;13.3;32.919998;37.66;54.064007;49.07;16.370001;6.404479;45.705002;217.100006;44.18;39.355;16.749279;6.8;113.066231;50.25;78.709999
27.91;26.5;80.068542;42.48;56.130001;11.252217;13.21;32.880001;37.720001;54.432076;49.209999;16.370001;6.436342;46.575001;215.850006;44.349998;39.424999;16.791451;6.66;113.56765;50.349998;79
27.834999;26.865;78.60453;42.875;55.669998;11.098143;13.19;32.794991;37.215;53.931259;49.439999;16.4;6.500068;45.994999;215.699997;44.139999;38.785;16.728193;6.68;114.049416;51.23;79
27.950001;27.105;77.376335;42.849998;55;10.780365;13.08;31.825001;36.775002;53.822651;49.855;16.309999;6.462895;46.564999;213.699997;43.869999;38.639999;16.704763;6.72;114.049416;50.799999;79.400002
27.73;26.85;75.165588;42.595001;53.919998;10.833328;12.785;31.504999;36.860001;54.178654;50.130001;16.209999;6.399168;46.25;216.449997;43.244999;37.855;17.103054;6.7;114.147728;50.450001;79.800003
27.799999;27.855;76.34465;43.035;54.66;11.242587;13.11;32.165001;37.575001;54.824284;50.700001;16.405001;6.412445;46.700001;218.25;44.189999;38.904999;17.299856;6.78;114.541008;50.84;81.620003
27.799999;27.735001;76.118668;43.384991;54.700001;11.362957;13.105;32.505001;37.689999;54.938927;50.650002;16.415001;6.624865;46.665001;216.699997;43.950001;38.575001;17.168655;6.8;114.541008;51;80.720001
27.450001;27.15;75.470177;43.060001;55.279999;11.179995;12.92;31.905001;36.950001;54.238991;49.900002;16.125;6.462895;46.75;216.949997;43.535;37.845001;17.053854;6.79;114.541008;50.77;79.800003
27.424999;27.059999;73.996346;42.970001;53.900002;10.972958;12.69;31.485001;36.450001;53.840752;49.955002;16.084999;6.454929;47.525002;213.300003;43.514999;37.77;17.12414;6.77;114.541008;50.939999;74.910004
27.33;27.66;74.409019;44.060001;55.299999;11.521846;13.075;31.715;36.970001;55.198387;50.630001;16.190001;6.468205;48.494999;215.850006;43.599998;38.040001;17.135855;6.76;114.541008;51.73;76
27.299999;27.555;74.507271;44.514999;55.189999;11.584439;12.8;31.709999;36.994999;54.86652;50.009998;16.125;6.412445;48.755001;218.850006;43.799999;38;17.231913;6.83;114.049416;51.700001;75.900002
28.540001;28.715;75.46035;44.195;54.389999;11.632587;12.835;31.745001;36.810001;55.011333;49.845001;16.059999;6.36465;48.625;220.199997;43.985001;38;17.349056;6.88;115.0326;51.599998;77.150002
28.174999;28.225;76.531342;44.110001;53.110001;11.43518;13.02;31.715;36.775002;54.498451;49.465;16.035;6.351374;49.014999;216;43.935001;37.950001;17.407629;6.86;116.507378;51.700001;77
28.6;28.290001;76.806458;43.939999;52.169998;11.040365;12.825;31.485001;36.77;53.997635;48.875;15.85;6.361995;49.404999;216.75;43.875;37.805;17.581003;6.85;117.982147;51.849998;77.059998
29.15;28.290001;76.786804;44.169998;51.560001;11.102958;12.725;31.18;36.490002;53.53302;48.290001;15.885;6.319511;49.185001;221.050003;43.764999;38.075001;17.770777;6.84;117.982147;51.279999;77.599998
28.6;28.045;76.570641;44.419998;51.02;11.088513;12.49;31.040001;36.365002;53.219257;48.009998;15.665;6.316855;50.07;219;43.375;37.529999;17.655975;6.81;117.982147;50.110001;76.949997
28.795;28.575001;77.72023;44.744999;53;11.430365;12.8;31.764999;37.25;54.389839;49.279999;15.985;6.338098;50.200001;224.800003;44.040001;38.32;17.688774;6.85;118.965332;50.540001;79.300003
29.299999;29.26;78.309769;45.18;53.349998;11.512217;13.11;31.615;37.43;55.270794;49.235001;16.049999;6.396513;49.849998;228.949997;44.334999;38.685001;17.726261;6.89;121.914886;51.5;80.059998
29.565001;29.545;79.046684;44.485001;53.93;11.468883;13.345;31.530001;37.334999;54.938927;49.044991;16.105;6.423066;48.889999;226.25;43.924999;38.509998;17.789518;6.89;121.914886;52.790001;81.440002
29.4;28.895;78.427673;44.360001;53.200001;11.208883;13.45;31.635;37.945;55.584557;48.959999;16.055;6.399168;48.689999;228;43.455002;38.459999;17.88792;6.87;123.93042;53.470001;80.349998
29.645;28.889999;78.771568;44.724991;52.700001;11.281106;13.54;32.235001;38.43;55.174252;49.435001;16.075001;6.391203;48.685001;230.399994;43.150002;38.404999;17.747349;6.89;123.881256;53.380001;80.519997
29.815001;28.725;78.299942;44.299999;52.509998;11.29555;13.34;31.620001;38.029999;54.87859;48.865002;15.9;6.505379;49.119999;228.100006;43.470001;37.994999;17.723919;6.9;122.898071;53.330002;80.199997
30;28.85;79.144936;44.5;54;11.228143;13.78;31.9;38.814999;56.296562;50;16.18;6.704523;51.200001;237.5;44.200001;38.900002;17.845749;6.92;124.864441;53;80.5
30.495001;29.5;79.537964;44.02;52.290001;11.03555;13.93;31.98;39.404999;56.718937;49.764999;16.27;6.749662;49.220001;237.399994;44.040001;38.904999;17.754375;6.99;125.847626;53.299999;80.910004
30.52;29.02;78.92878;44.450001;52.080002;11.04518;13.73;32.32;39.380001;56.815479;50.470001;16.605;6.890391;49.689999;240.300003;43.869999;39.189999;17.688774;7;124.864441;53.400002;81.099998
30.549999;28.889999;77.838142;44.325001;52;11.232957;13.84;32.240002;39.285;56.924091;50.389999;16.700001;7.020499;49.945;242;43.82;39.529999;17.714546;7;124.864441;53;80.889999
30.299999;28.575001;78.60453;43.939999;51.919998;11.30518;13.67;31.895;38.77;56.531883;49.900002;16.655001;7.028464;49.52;238.850006;43.439999;38.865002;18.035522;6.89;124.864441;54.5;80.459999
30.1;28.184999;78.40802;44.740002;52.209999;11.521846;13.77;32.205002;38.98;57.117176;49.900002;16.605;7.230264;50.66;241.600006;43.375;39.040001;17.965237;6.89;123.881256;54.5;79.800003
29.940001;28.155001;78.417847;44.349998;52.82;11.574809;13.6;32.93;39.619999;58.124844;50.009998;16.68;7.03643;49.889999;242.399994;45.455002;39.134991;18.133923;6.98;124.372849;54.5;79.839996
29.120001;28.299999;79.577263;44.200001;53.139999;11.55555;13.335;32.595001;39.490002;57.913654;49.715;16.67;7.039085;48.689999;243.399994;45.560001;39.169998;18.262781;6.92;124.372849;54.27;79.339996
28.549999;28.799999;79.537964;44.799999;52.84;11.468883;13.35;32.345001;39.349998;58.064503;49.869999;16.695;7.08688;50;252.899994;45.669998;39.049999;18.466614;6.93;124.372849;56.400002;78.879997
28.57;28.75;79.704994;44.18;52.599998;11.507402;13.36;32.290001;39.014999;57.449043;49.685001;16.785;7.150606;50.259998;248.949997;45.630001;39.125;18.743073;6.92;124.815285;56;79.25
28.434999;28.85;80.589294;43.755001;52.650002;11.372587;13.15;31.725;38.610001;56.38707;49.529999;16.68;7.116088;50.009998;245;44.939999;38.599998;18.841475;6.95;123.979576;56;79.709999
28.610001;28.565001;80.726852;43.52;52.779999;11.478513;13.2;31.889999;38.75;56.218121;49.700001;17.200001;7.158572;50;245.850006;45.07;39.060001;18.450212;6.98;122.406479;56.110001;79.82
28.6;27.950001;80.569649;42.880001;52.549999;11.338883;13.08;31.665001;38.380001;56.079342;50.18;17.264999;7.219643;50.459999;249.050003;45.474991;39.044991;18.656387;7.05;122.898071;56.259998;79
28.795;27.85;81.257439;43.27;52.169998;11.309994;13.11;31.645;38.435001;56.562054;50.439999;17.225;7.275403;51.439999;254.699997;45.709999;39.25;19.239765;7.01;121.914886;56.200001;78.730003
28.700001;27.92;81.060928;43.240002;52.209999;11.521846;13.2;31.719999;38.720001;56.960293;50.529999;17.360001;7.235574;51.580002;258.399994;45.889999;39.849998;19.068733;7.07;122.406479;56.5;78.199997
28.32;27.655001;81.070747;43.459999;52.450001;11.439994;13.07;31.889999;38.220001;56.308628;49.990002;17.184999;7.163882;51.41;254.600006;45.544991;39.575001;19.188221;7.06;122.406479;56.990002;77.309998
28.01;27.85;80.6679;46.345001;54.369999;12.003327;13.44;32.455002;39.345001;57.503345;50.790001;17.18;7.129364;51.490002;263;46.314999;40.619999;18.907076;7.1;123.389664;57.57;77.550003
28.325001;27.83;80.726852;46.830002;53.799999;11.690365;13.72;32.68;39.474991;57.973991;51;17.165001;7.089535;52;263.600006;46.400002;40.584999;19.021877;7.18;123.881256;57.599998;78.220001
28.16;27.85;79.704994;47.220001;54.299999;11.637402;13.575;32.584999;39.549999;57.563686;51.029999;17.084999;7.094846;52.150002;266.700012;46.470001;40.455002;18.508785;7.19;121.423294;58.200001;78.220001
27.995001;27.379999;78.879646;47.799999;54.810001;11.772216;13.765;33.115002;39.790001;57.467144;51.189999;17.23;7.113433;52.200001;271.700012;47.154999;41.125;18.54627;7.17;123.094711;58.220001;78.940002
27.41;26.73;77.395988;46.834999;53.5;11.228143;13.4;33.639999;39.865002;56.658596;50.470001;17.049999;6.983325;52.290001;262.549988;46.580002;40.75;19.206964;7.12;123.881256;58.09;78.139999
26.815001;26.09;76.6689;46.345001;52.669998;10.963328;13.255;33.105;39.810001;56.652561;50;16.940001;7.03643;51.799999;261.700012;46.599998;40.834999;19.237423;7.18;123.871429;57.540001;76.650002
26.98;26.155001;75.823898;45.98;52.98;11.151106;13.24;32.869999;39.584999;55.765575;49.48;16.805;7.033775;52.189999;255.699997;46.125;39.470001;19.42251;7.19;123.871429;56.779999;76.879997
27.200001;26.559999;76.953835;46.465;53.400002;11.098143;13.54;33.084999;40.195;56.429306;49.59;16.895;7.023154;53;261.399994;46.455002;39.77;19.516226;7.24;124.323692;57.220001;77.889999
26.85;25.975;74.792213;45.009998;51.529999;10.592587;12.87;32.334999;39.255001;54.848419;48.665001;16.58;7.041741;51.990002;249.449997;46.224991;38.450001;19.797371;7.27;123.881256;56.650002;76.650002
27.16;25.855;74.359886;45.424999;52.299999;10.650365;12.73;32.459999;39.724991;55.150112;49.5;16.594999;7.301956;52.93;247.850006;46.130001;38.595001;19.858286;7.26;123.881256;56.5;74.980003
27.415001;26.045;74.870819;46.334999;53.639999;10.708143;12.935;32.705002;40.474991;56.169849;50.32;16.82;7.328508;53;253.699997;46.654999;39.02;20.338577;7.29;124.785789;56.380001;76
27.209999;25.889999;74.919945;46.959999;53.279999;10.582958;12.835;32.66;40.525002;56.031067;50;16.799999;7.376303;53.799999;250.449997;46.98;38.790001;20.51898;7.29;123.881256;57.049999;76.440002
26.809999;25.465;73.868607;46.48;52.130001;10.183328;12.605;32.400002;40.099998;55.759541;49.34;16.655001;7.392234;53;248.5;46.84;38.395;20.832926;7.19;125.847626;57.349998;75.68
27;24.705;72.34565;45.285;50.139999;9.749995;12.16;31.83;39.369999;54.739807;48.235001;16.23;7.376303;52.27;243.899994;45.880001;37.77;20.558809;6.98;125.356033;56.68;74
27;24.865;71.638206;45.849998;49.919998;9.817403;12.1;31.940001;39.700001;55.216488;48.494999;16.235001;7.301956;53.299999;244.050003;46.145;37.924999;20.223776;7.05;125.847626;55.669998;74.870003
